yourlist:M202205245BF3C56A578D7D6DFD1FC81EE5DA77304E151FU	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
RHG06_HUMAN	O43182	RHG06_HUMAN	reviewed	Rho GTPase-activating protein 6 (Rho-type GTPase-activating protein 6) (Rho-type GTPase-activating protein RhoGAPX-1)	ARHGAP6 RHOGAP6	Homo sapiens (Human)	974
RHG08_HUMAN	P85298	RHG08_HUMAN	reviewed	Rho GTPase-activating protein 8 (Rho-type GTPase-activating protein 8)	ARHGAP8	Homo sapiens (Human)	464
RHG09_HUMAN	Q9BRR9	RHG09_HUMAN	reviewed	Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9)	ARHGAP9	Homo sapiens (Human)	750
GDIR1_HUMAN	P52565	GDIR1_HUMAN	reviewed	Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha)	ARHGDIA GDIA1	Homo sapiens (Human)	204
GDIR2_HUMAN	P52566	GDIR2_HUMAN	reviewed	Rho GDP-dissociation inhibitor 2 (Rho GDI 2) (Ly-GDI) (Rho-GDI beta)	ARHGDIB GDIA2 GDID4 RAP1GN1	Homo sapiens (Human)	201
GDIR3_HUMAN	Q99819	GDIR3_HUMAN	reviewed	Rho GDP-dissociation inhibitor 3 (Rho GDI 3) (Rho-GDI gamma)	ARHGDIG	Homo sapiens (Human)	225
ARHG1_HUMAN	Q92888	ARHG1_HUMAN	reviewed	Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5)	ARHGEF1	Homo sapiens (Human)	912
ARHGA_HUMAN	O15013	ARHGA_HUMAN	reviewed	Rho guanine nucleotide exchange factor 10	ARHGEF10 KIAA0294	Homo sapiens (Human)	1369
ARHGB_HUMAN	O15085	ARHGB_HUMAN	reviewed	Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF)	ARHGEF11 KIAA0380	Homo sapiens (Human)	1522
ARHGC_HUMAN	Q9NZN5	ARHGC_HUMAN	reviewed	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	Homo sapiens (Human)	1544
ARHGF_HUMAN	O94989	ARHGF_HUMAN	reviewed	Rho guanine nucleotide exchange factor 15 (Ephexin-5) (E5) (Vsm-RhoGEF)	ARHGEF15 KIAA0915	Homo sapiens (Human)	841
ARHGG_HUMAN	Q5VV41	ARHGG_HUMAN	reviewed	Rho guanine nucleotide exchange factor 16 (Ephexin-4)	ARHGEF16 EPHEXIN4 NBR	Homo sapiens (Human)	709
ARHGH_HUMAN	Q96PE2	ARHGH_HUMAN	reviewed	Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)	ARHGEF17 KIAA0337 TEM4	Homo sapiens (Human)	2063
ARG28_HUMAN	Q8N1W1	ARG28_HUMAN	reviewed	Rho guanine nucleotide exchange factor 28 (190 kDa guanine nucleotide exchange factor) (p190-RhoGEF) (p190RhoGEF) (Rho guanine nucleotide exchange factor)	ARHGEF28 KIAA1998 RGNEF	Homo sapiens (Human)	1705
ARHGJ_HUMAN	Q8IW93	ARHGJ_HUMAN	reviewed	Rho guanine nucleotide exchange factor 19 (Ephexin-2)	ARHGEF19	Homo sapiens (Human)	802
ARHG2_HUMAN	Q92974	ARHG2_HUMAN	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)	ARHGEF2 KIAA0651 LFP40	Homo sapiens (Human)	986
ARHGP_HUMAN	Q86VW2	ARHGP_HUMAN	reviewed	Rho guanine nucleotide exchange factor 25 (Guanine nucleotide exchange factor GEFT) (Rac/Cdc42/Rho exchange factor GEFT) (RhoA/Rac/Cdc42 guanine nucleotide exchange factor GEFT) (p63RhoGEF)	ARHGEF25 GEFT	Homo sapiens (Human)	580
ARHGQ_HUMAN	Q96DR7	ARHGQ_HUMAN	reviewed	Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor)	ARHGEF26 SGEF HMFN1864	Homo sapiens (Human)	871
ARHG3_HUMAN	Q9NR81	ARHG3_HUMAN	reviewed	Rho guanine nucleotide exchange factor 3 (Exchange factor found in platelets and leukemic and neuronal tissues) (XPLN)	ARHGEF3	Homo sapiens (Human)	526
ARG33_HUMAN	A8MVX0	ARG33_HUMAN	reviewed	Rho guanine nucleotide exchange factor 33	ARHGEF33	Homo sapiens (Human)	844
ARH37_HUMAN	A1IGU5	ARH37_HUMAN	reviewed	Rho guanine nucleotide exchange factor 37	ARHGEF37	Homo sapiens (Human)	675
ARH38_HUMAN	Q9NXL2	ARH38_HUMAN	reviewed	Rho guanine nucleotide exchange factor 38	ARHGEF38	Homo sapiens (Human)	777
ARG39_HUMAN	Q8N4T4	ARG39_HUMAN	reviewed	Rho guanine nucleotide exchange factor 39	ARHGEF39 C9orf100	Homo sapiens (Human)	335
ARHG4_HUMAN	Q9NR80	ARHG4_HUMAN	reviewed	Rho guanine nucleotide exchange factor 4 (APC-stimulated guanine nucleotide exchange factor 1) (Asef) (Asef1)	ARHGEF4 KIAA1112	Homo sapiens (Human)	690
ARH40_HUMAN	Q8TER5	ARH40_HUMAN	reviewed	Rho guanine nucleotide exchange factor 40 (Protein SOLO)	ARHGEF40 SOLO	Homo sapiens (Human)	1519
ARHG5_HUMAN	Q12774	ARHG5_HUMAN	reviewed	Rho guanine nucleotide exchange factor 5 (Ephexin-3) (Guanine nucleotide regulatory protein TIM) (Oncogene TIM) (Transforming immortalized mammary oncogene) (p60 TIM)	ARHGEF5 TIM	Homo sapiens (Human)	1597
ARHG6_HUMAN	Q15052	ARHG6_HUMAN	reviewed	Rho guanine nucleotide exchange factor 6 (Alpha-Pix) (COOL-2) (PAK-interacting exchange factor alpha) (Rac/Cdc42 guanine nucleotide exchange factor 6)	ARHGEF6 COOL2 KIAA0006 PIXA	Homo sapiens (Human)	776
ARHG7_HUMAN	Q14155	ARHG7_HUMAN	reviewed	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Homo sapiens (Human)	803
ARHG9_HUMAN	O43307	ARHG9_HUMAN	reviewed	Rho guanine nucleotide exchange factor 9 (Collybistin) (PEM-2 homolog) (Rac/Cdc42 guanine nucleotide exchange factor 9)	ARHGEF9 ARHDH9 KIAA0424	Homo sapiens (Human)	516
ARI1A_HUMAN	O14497	ARI1A_HUMAN	reviewed	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1	Homo sapiens (Human)	2285
ARI1B_HUMAN	Q8NFD5	ARI1B_HUMAN	reviewed	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)	ARID1B BAF250B DAN15 KIAA1235 OSA2	Homo sapiens (Human)	2236
ARID2_HUMAN	Q68CP9	ARID2_HUMAN	reviewed	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)	ARID2 BAF200 KIAA1557	Homo sapiens (Human)	1835
ARI3A_HUMAN	Q99856	ARI3A_HUMAN	reviewed	AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1)	ARID3A DRIL1 DRIL3 DRX E2FBP1	Homo sapiens (Human)	593
ARI3B_HUMAN	Q8IVW6	ARI3B_HUMAN	reviewed	AT-rich interactive domain-containing protein 3B (ARID domain-containing protein 3B) (Bright and dead ringer protein) (Bright-like protein)	ARID3B BDP DRIL2	Homo sapiens (Human)	561
ARI3C_HUMAN	A6NKF2	ARI3C_HUMAN	reviewed	AT-rich interactive domain-containing protein 3C (ARID domain-containing protein 3C)	ARID3C	Homo sapiens (Human)	412
ARI4A_HUMAN	P29374	ARI4A_HUMAN	reviewed	AT-rich interactive domain-containing protein 4A (ARID domain-containing protein 4A) (Retinoblastoma-binding protein 1) (RBBP-1)	ARID4A RBBP1 RBP1	Homo sapiens (Human)	1257
ARI4B_HUMAN	Q4LE39	ARI4B_HUMAN	reviewed	AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Breast cancer-associated antigen BRCAA1) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1)	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	Homo sapiens (Human)	1312
ARI5A_HUMAN	Q03989	ARI5A_HUMAN	reviewed	AT-rich interactive domain-containing protein 5A (ARID domain-containing protein 5A) (Modulator recognition factor 1) (MRF-1)	ARID5A MRF1	Homo sapiens (Human)	594
ARI5B_HUMAN	Q14865	ARI5B_HUMAN	reviewed	AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B) (MRF1-like protein) (Modulator recognition factor 2) (MRF-2)	ARID5B DESRT MRF2	Homo sapiens (Human)	1188
ARI1_HUMAN	Q9Y4X5	ARI1_HUMAN	reviewed	E3 ubiquitin-protein ligase ARIH1 (EC 2.3.2.31) (H7-AP2) (HHARI) (Monocyte protein 6) (MOP-6) (Protein ariadne-1 homolog) (ARI-1) (UbcH7-binding protein) (UbcM4-interacting protein) (Ubiquitin-conjugating enzyme E2-binding protein 1)	ARIH1 ARI MOP6 UBCH7BP HUSSY-27	Homo sapiens (Human)	557
ARI2_HUMAN	O95376	ARI2_HUMAN	reviewed	E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (RING-type E3 ubiquitin transferase ARIH2) (Triad1 protein)	ARIH2 ARI2 TRIAD1 HT005	Homo sapiens (Human)	493
ARI2O_HUMAN	Q8N7S6	ARI2O_HUMAN	reviewed	Uncharacterized protein ARIH2OS (Ariadne-2 homolog opposite strand protein)	ARIH2OS C3orf71	Homo sapiens (Human)	290
ARL1_HUMAN	P40616	ARL1_HUMAN	reviewed	ADP-ribosylation factor-like protein 1	ARL1	Homo sapiens (Human)	181
ARL10_HUMAN	Q8N8L6	ARL10_HUMAN	reviewed	ADP-ribosylation factor-like protein 10	ARL10 ARL10A	Homo sapiens (Human)	244
ARL11_HUMAN	Q969Q4	ARL11_HUMAN	reviewed	ADP-ribosylation factor-like protein 11 (ADP-ribosylation factor-like tumor suppressor protein 1)	ARL11 ARLTS1	Homo sapiens (Human)	196
AR13A_HUMAN	Q5H913	AR13A_HUMAN	reviewed	ADP-ribosylation factor-like protein 13A	ARL13A	Homo sapiens (Human)	290
AR13B_HUMAN	Q3SXY8	AR13B_HUMAN	reviewed	ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1)	ARL13B ARL2L1	Homo sapiens (Human)	428
ARL14_HUMAN	Q8N4G2	ARL14_HUMAN	reviewed	ADP-ribosylation factor-like protein 14 (ADP-ribosylation factor 7)	ARL14 ARF7	Homo sapiens (Human)	192
AL14E_HUMAN	Q8N8R7	AL14E_HUMAN	reviewed	ARL14 effector protein (ARF7 effector protein)	ARL14EP ARF7EP C11orf46	Homo sapiens (Human)	260
A14EL_HUMAN	P0DKL9	A14EL_HUMAN	reviewed	ARL14 effector protein-like	ARL14EPL	Homo sapiens (Human)	152
ARL15_HUMAN	Q9NXU5	ARL15_HUMAN	reviewed	ADP-ribosylation factor-like protein 15 (ADP-ribosylation factor-related protein 2) (ARF-related protein 2)	ARL15 ARFRP2	Homo sapiens (Human)	204
ARL16_HUMAN	Q0P5N6	ARL16_HUMAN	reviewed	ADP-ribosylation factor-like protein 16	ARL16	Homo sapiens (Human)	197
ARL2_HUMAN	P36404	ARL2_HUMAN	reviewed	ADP-ribosylation factor-like protein 2	ARL2	Homo sapiens (Human)	184
AR2BP_HUMAN	Q9Y2Y0	AR2BP_HUMAN	reviewed	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (ARL2-binding protein) (Binder of ARF2 protein 1)	ARL2BP BART BART1	Homo sapiens (Human)	163
ARL3_HUMAN	P36405	ARL3_HUMAN	reviewed	ADP-ribosylation factor-like protein 3	ARL3 ARFL3	Homo sapiens (Human)	182
ARL4A_HUMAN	P40617	ARL4A_HUMAN	reviewed	ADP-ribosylation factor-like protein 4A	ARL4A ARL4	Homo sapiens (Human)	200
ARL4C_HUMAN	P56559	ARL4C_HUMAN	reviewed	ADP-ribosylation factor-like protein 4C (ADP-ribosylation factor-like protein 7) (ADP-ribosylation factor-like protein LAK)	ARL4C ARL7	Homo sapiens (Human)	192
ARL4D_HUMAN	P49703	ARL4D_HUMAN	reviewed	ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)	ARL4D ARF4L	Homo sapiens (Human)	201
ARL5A_HUMAN	Q9Y689	ARL5A_HUMAN	reviewed	ADP-ribosylation factor-like protein 5A	ARL5A ARFLP5 ARL5	Homo sapiens (Human)	179
ARL5B_HUMAN	Q96KC2	ARL5B_HUMAN	reviewed	ADP-ribosylation factor-like protein 5B (ADP-ribosylation factor-like protein 8)	ARL5B ARL8	Homo sapiens (Human)	179
ARL5C_HUMAN	A6NH57	ARL5C_HUMAN	reviewed	Putative ADP-ribosylation factor-like protein 5C (ADP-ribosylation factor-like protein 12)	ARL5C ARL12	Homo sapiens (Human)	179
ARL6_HUMAN	Q9H0F7	ARL6_HUMAN	reviewed	ADP-ribosylation factor-like protein 6 (Bardet-Biedl syndrome 3 protein)	ARL6 BBS3	Homo sapiens (Human)	186
AR6P1_HUMAN	Q15041	AR6P1_HUMAN	reviewed	ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum)	ARL6IP1 ARL6IP ARMER KIAA0069	Homo sapiens (Human)	203
AR6P4_HUMAN	Q66PJ3	AR6P4_HUMAN	reviewed	ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4) (HSP-975) (HSVI-binding protein) (SR-15) (SRp25) (SR-25) (Splicing factor SRrp37)	ARL6IP4	Homo sapiens (Human)	237
PRAF3_HUMAN	O75915	PRAF3_HUMAN	reviewed	PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27)	ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127	Homo sapiens (Human)	188
AR6P6_HUMAN	Q8N6S5	AR6P6_HUMAN	reviewed	ADP-ribosylation factor-like protein 6-interacting protein 6 (ARL-6-interacting protein 6) (Aip-6) (Phosphonoformate immuno-associated protein 1)	ARL6IP6 PFAAP1	Homo sapiens (Human)	226
ARL8A_HUMAN	Q96BM9	ARL8A_HUMAN	reviewed	ADP-ribosylation factor-like protein 8A (ADP-ribosylation factor-like protein 10B) (Novel small G protein indispensable for equal chromosome segregation 2)	ARL8A ARL10B GIE2	Homo sapiens (Human)	186
ARL8B_HUMAN	Q9NVJ2	ARL8B_HUMAN	reviewed	ADP-ribosylation factor-like protein 8B (EC 3.6.5.2) (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1)	ARL8B ARL10C GIE1	Homo sapiens (Human)	186
ARL9_HUMAN	Q6T311	ARL9_HUMAN	reviewed	ADP-ribosylation factor-like protein 9	ARL9	Homo sapiens (Human)	187
ARMC1_HUMAN	Q9NVT9	ARMC1_HUMAN	reviewed	Armadillo repeat-containing protein 1	ARMC1 ARCP	Homo sapiens (Human)	282
ARM10_HUMAN	Q8N2F6	ARM10_HUMAN	reviewed	Armadillo repeat-containing protein 10 (Splicing variant involved in hepatocarcinogenesis protein)	ARMC10 SVH PSEC0198	Homo sapiens (Human)	343
ARM12_HUMAN	Q5T9G4	ARM12_HUMAN	reviewed	Armadillo repeat-containing protein 12	ARMC12 C6orf81	Homo sapiens (Human)	340
ARMC2_HUMAN	Q8NEN0	ARMC2_HUMAN	reviewed	Armadillo repeat-containing protein 2	ARMC2	Homo sapiens (Human)	867
ARMC3_HUMAN	Q5W041	ARMC3_HUMAN	reviewed	Armadillo repeat-containing protein 3 (Beta-catenin-like protein) (Cancer/testis antigen 81) (CT81) (KU-CT-1)	ARMC3	Homo sapiens (Human)	872
ARMC5_HUMAN	Q96C12	ARMC5_HUMAN	reviewed	Armadillo repeat-containing protein 5	ARMC5	Homo sapiens (Human)	935
ARMC6_HUMAN	Q6NXE6	ARMC6_HUMAN	reviewed	Armadillo repeat-containing protein 6	ARMC6	Homo sapiens (Human)	501
ARMC7_HUMAN	Q9H6L4	ARMC7_HUMAN	reviewed	Armadillo repeat-containing protein 7	ARMC7	Homo sapiens (Human)	198
ARMC8_HUMAN	Q8IUR7	ARMC8_HUMAN	reviewed	Armadillo repeat-containing protein 8	ARMC8 S863-2	Homo sapiens (Human)	673
ARMC9_HUMAN	Q7Z3E5	ARMC9_HUMAN	reviewed	LisH domain-containing protein ARMC9 (Armadillo repeat-containing protein 9) (Melanoma/melanocyte-specific tumor antigen KU-MEL-1) (NS21)	ARMC9 KIAA1868	Homo sapiens (Human)	818
ARMX2_HUMAN	Q7L311	ARMX2_HUMAN	reviewed	Armadillo repeat-containing X-linked protein 2 (ARM protein lost in epithelial cancers on chromosome X 2) (Protein ALEX2)	ARMCX2 ALEX2 KIAA0512	Homo sapiens (Human)	632
ARMX3_HUMAN	Q9UH62	ARMX3_HUMAN	reviewed	Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3)	ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007	Homo sapiens (Human)	379
ARMX5_HUMAN	Q6P1M9	ARMX5_HUMAN	reviewed	Armadillo repeat-containing X-linked protein 5	ARMCX5	Homo sapiens (Human)	558
ARMD1_HUMAN	Q6PIY5	ARMD1_HUMAN	reviewed	Armadillo-like helical domain containing protein 1 (p40)	ARMH1 C1orf228 NCRNA00082	Homo sapiens (Human)	440
ARMD2_HUMAN	H3BNL8	ARMD2_HUMAN	reviewed	Armadillo-like helical domain-containing protein 2	ARMH2 C6orf229	Homo sapiens (Human)	230
ARMD3_HUMAN	Q5T2E6	ARMD3_HUMAN	reviewed	Armadillo-like helical domain-containing protein 3	ARMH3 C10orf76	Homo sapiens (Human)	689
ARMD4_HUMAN	Q86TY3	ARMD4_HUMAN	reviewed	Armadillo-like helical domain-containing protein 4	ARMH4 C14orf37	Homo sapiens (Human)	774
ARMT1_HUMAN	Q9H993	ARMT1_HUMAN	reviewed	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)	ARMT1 C6orf211	Homo sapiens (Human)	441
ARNT_HUMAN	P27540	ARNT_HUMAN	reviewed	Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)	ARNT BHLHE2	Homo sapiens (Human)	789
ARNT2_HUMAN	Q9HBZ2	ARNT2_HUMAN	reviewed	Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2) (Class E basic helix-loop-helix protein 1) (bHLHe1)	ARNT2 BHLHE1 KIAA0307	Homo sapiens (Human)	717
BMAL1_HUMAN	O00327	BMAL1_HUMAN	reviewed	Aryl hydrocarbon receptor nuclear translocator-like protein 1 (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5) (bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	ARNTL BHLHE5 BMAL1 MOP3 PASD3	Homo sapiens (Human)	626
BMAL2_HUMAN	Q8WYA1	BMAL2_HUMAN	reviewed	Aryl hydrocarbon receptor nuclear translocator-like protein 2 (Basic-helix-loop-helix-PAS protein MOP9) (Brain and muscle ARNT-like 2) (CYCLE-like factor) (CLIF) (Class E basic helix-loop-helix protein 6) (bHLHe6) (Member of PAS protein 9) (PAS domain-containing protein 9)	ARNTL2 BHLHE6 BMAL2 CLIF MOP9 PASD9	Homo sapiens (Human)	636
ARC1A_HUMAN	Q92747	ARC1A_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)	ARPC1A SOP2L	Homo sapiens (Human)	370
ARC1B_HUMAN	O15143	ARC1B_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC)	ARPC1B ARC41	Homo sapiens (Human)	372
ARPC2_HUMAN	O15144	ARPC2_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARPC2 ARC34 PRO2446	Homo sapiens (Human)	300
ARPC3_HUMAN	O15145	ARPC3_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	ARPC3 ARC21	Homo sapiens (Human)	178
ARPC4_HUMAN	P59998	ARPC4_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	ARPC4 ARC20	Homo sapiens (Human)	168
ARPC5_HUMAN	O15511	ARPC5_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARPC5 ARC16	Homo sapiens (Human)	151
ARP5L_HUMAN	Q9BPX5	ARP5L_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	ARPC5L	Homo sapiens (Human)	153
ARP19_HUMAN	P56211	ARP19_HUMAN	reviewed	cAMP-regulated phosphoprotein 19 (ARPP-19)	ARPP19	Homo sapiens (Human)	112
ARP21_HUMAN	Q9UBL0	ARP21_HUMAN	reviewed	cAMP-regulated phosphoprotein 21 (ARPP-21) (Thymocyte cAMP-regulated phosphoprotein)	ARPP21 TARPP	Homo sapiens (Human)	812
ARRC_HUMAN	P36575	ARRC_HUMAN	reviewed	Arrestin-C (Cone arrestin) (C-arrestin) (cArr) (Retinal cone arrestin-3) (X-arrestin)	ARR3 ARRX CAR	Homo sapiens (Human)	388
ARRB1_HUMAN	P49407	ARRB1_HUMAN	reviewed	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	Homo sapiens (Human)	418
ARRB2_HUMAN	P32121	ARRB2_HUMAN	reviewed	Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3)	ARRB2 ARB2 ARR2	Homo sapiens (Human)	409
ARRD2_HUMAN	Q8TBH0	ARRD2_HUMAN	reviewed	Arrestin domain-containing protein 2	ARRDC2 PP2703	Homo sapiens (Human)	407
ARRD3_HUMAN	Q96B67	ARRD3_HUMAN	reviewed	Arrestin domain-containing protein 3 (TBP-2-like inducible membrane protein) (TLIMP)	ARRDC3 KIAA1376	Homo sapiens (Human)	414
ARRD4_HUMAN	Q8NCT1	ARRD4_HUMAN	reviewed	Arrestin domain-containing protein 4	ARRDC4	Homo sapiens (Human)	418
ARRD5_HUMAN	A6NEK1	ARRD5_HUMAN	reviewed	Arrestin domain-containing protein 5	ARRDC5	Homo sapiens (Human)	342
ARSA_HUMAN	P15289	ARSA_HUMAN	reviewed	Arylsulfatase A (ASA) (EC 3.1.6.8) (Cerebroside-sulfatase) [Cleaved into: Arylsulfatase A component B; Arylsulfatase A component C]	ARSA	Homo sapiens (Human)	507
ARSB_HUMAN	P15848	ARSB_HUMAN	reviewed	Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)	ARSB	Homo sapiens (Human)	533
ARSD_HUMAN	P51689	ARSD_HUMAN	reviewed	Arylsulfatase D (ASD) (EC 3.1.6.-)	ARSD	Homo sapiens (Human)	593
ARSF_HUMAN	P54793	ARSF_HUMAN	reviewed	Arylsulfatase F (ASF) (EC 3.1.6.1)	ARSF	Homo sapiens (Human)	590
ARSG_HUMAN	Q96EG1	ARSG_HUMAN	reviewed	Arylsulfatase G (ASG) (EC 3.1.6.1) (N-sulfoglucosamine-3-sulfatase) (EC 3.1.6.15)	ARSG KIAA1001 UNQ839/PRO1777	Homo sapiens (Human)	525
ARSH_HUMAN	Q5FYA8	ARSH_HUMAN	reviewed	Arylsulfatase H (ASH) (EC 3.1.6.-)	ARSH	Homo sapiens (Human)	562
ARSI_HUMAN	Q5FYB1	ARSI_HUMAN	reviewed	Arylsulfatase I (ASI) (EC 3.1.6.-)	ARSI	Homo sapiens (Human)	569
ARSJ_HUMAN	Q5FYB0	ARSJ_HUMAN	reviewed	Arylsulfatase J (ASJ) (EC 3.1.6.-)	ARSJ UNQ372/PRO708	Homo sapiens (Human)	599
ARSK_HUMAN	Q6UWY0	ARSK_HUMAN	reviewed	Arylsulfatase K (ASK) (EC 3.1.6.1) (Glucuronate-2-sulfatase) (EC 3.1.6.18) (Telethon sulfatase)	ARSK TSULF UNQ630/PRO1246	Homo sapiens (Human)	536
NAR1_HUMAN	P52961	NAR1_HUMAN	reviewed	GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 1) (ARTC1) (Mono(ADP-ribosyl)transferase 1) (CD antigen CD296)	ART1	Homo sapiens (Human)	327
NAR3_HUMAN	Q13508	NAR3_HUMAN	reviewed	Ecto-ADP-ribosyltransferase 3 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 3) (ARTC3) (Mono(ADP-ribosyl)transferase 3) (NAD(P)(+)--arginine ADP-ribosyltransferase 3)	ART3 TMART	Homo sapiens (Human)	389
NAR4_HUMAN	Q93070	NAR4_HUMAN	reviewed	Ecto-ADP-ribosyltransferase 4 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 4) (ARTC4) (Dombrock blood group carrier molecule) (Mono(ADP-ribosyl)transferase 4) (NAD(P)(+)--arginine ADP-ribosyltransferase 4) (CD antigen CD297)	ART4 DO DOK1	Homo sapiens (Human)	314
NAR5_HUMAN	Q96L15	NAR5_HUMAN	reviewed	Ecto-ADP-ribosyltransferase 5 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5)	ART5 UNQ575/PRO1137	Homo sapiens (Human)	291
ARTN_HUMAN	Q5T4W7	ARTN_HUMAN	reviewed	Artemin (Enovin) (Neublastin)	ARTN EVN	Homo sapiens (Human)	220
ARV1_HUMAN	Q9H2C2	ARV1_HUMAN	reviewed	Protein ARV1 (hARV1)	ARV1 HT035	Homo sapiens (Human)	271
